Shipment_ID,Order_ID,Courier,Shipment_Date,Delivery_Date,Delivery_Status
SHP004074,ORD004074,Delhivery,2025-02-26,,Pending
SHP004075,ORD004075,XpressBees,2025-04-04,2025-04-09,Delivered
SHP004076,ORD004076,BlueDart,2025-02-25,2025-02-27,Delivered
SHP004077,ORD004077,Ekart,2025-02-25,2025-02-27,Delivered
SHP004078,ORD004078,XpressBees,2025-02-09,,Cancelled
SHP004079,ORD004079,XpressBees,2025-03-06,2025-03-09,Delivered
SHP004080,ORD004080,Ekart,2025-02-14,,Processing
SHP004081,ORD004081,DTDC,2025-03-08,2025-03-10,Delivered
SHP004082,ORD004082,DTDC,2025-06-15,2025-06-19,Delivered
SHP004083,ORD004083,Amazon Logistics,2025-03-03,2025-03-07,Delivered
SHP004084,ORD004084,Amazon Logistics,2025-03-07,2025-03-10,Delivered
SHP004085,ORD004085,Amazon Logistics,2025-02-07,2025-02-11,Delivered
SHP004086,ORD004086,Ekart,2025-01-11,2025-01-16,Delivered
SHP004087,ORD004087,BlueDart,2025-06-10,2025-06-13,Delivered
SHP004088,ORD004088,Amazon Logistics,2025-03-23,2025-03-25,Delivered
SHP004089,ORD004089,DTDC,2025-04-20,2025-04-22,Delivered
SHP004090,ORD004090,Delhivery,2025-03-21,2025-03-25,Delivered
SHP004091,ORD004091,DTDC,2025-03-02,2025-03-06,Delivered
SHP004092,ORD004092,Amazon Logistics,2025-06-20,,Cancelled
SHP004093,ORD004093,Amazon Logistics,2025-02-27,2025-03-01,Delivered
SHP004094,ORD004094,DTDC,2025-02-13,,Pending
SHP004095,ORD004095,DTDC,2025-04-09,2025-04-12,Delivered
SHP004096,ORD004096,Ekart,2025-06-27,2025-07-02,Delivered
SHP004097,ORD004097,Amazon Logistics,2025-04-15,2025-04-17,Delivered
SHP004098,ORD004098,XpressBees,2025-05-12,2025-05-18,Delivered
SHP004099,ORD004099,DTDC,2025-01-17,2025-01-23,Delivered
SHP004100,ORD004100,Delhivery,2025-01-09,,Processing
SHP004101,ORD004101,Delhivery,2025-04-26,2025-05-01,Delivered
SHP004102,ORD004102,DTDC,2025-03-19,2025-03-22,Delivered
SHP004103,ORD004103,Ekart,2025-03-15,,Shipped
SHP004104,ORD004104,DTDC,2025-04-04,2025-04-06,Returned
SHP004105,ORD004105,Ekart,2025-06-22,2025-06-24,Delivered
SHP004106,ORD004106,Delhivery,2025-03-30,2025-04-04,Delivered
SHP004107,ORD004107,XpressBees,2025-06-25,,Processing
SHP004108,ORD004108,Delhivery,2025-06-27,2025-07-03,Delivered
SHP004109,ORD004109,XpressBees,2025-04-26,2025-05-01,Delivered
SHP004110,ORD004110,XpressBees,2025-06-02,2025-06-08,Delivered
SHP004111,ORD004111,Amazon Logistics,2025-01-31,2025-02-03,Delivered
SHP004112,ORD004112,Ekart,2025-05-20,2025-05-23,Delivered
SHP004113,ORD004113,Ekart,2025-05-15,2025-05-21,Delivered
SHP004114,ORD004114,BlueDart,2025-06-28,2025-07-03,Delivered
SHP004115,ORD004115,BlueDart,2025-05-24,,Processing
SHP004116,ORD004116,Delhivery,2025-06-02,2025-06-05,Delivered
SHP004117,ORD004117,Delhivery,2025-06-27,,Shipped
SHP004118,ORD004118,Ekart,2025-06-14,2025-06-17,Delivered
SHP004119,ORD004119,BlueDart,2025-03-24,2025-03-26,Delivered
SHP004120,ORD004120,DTDC,2025-04-22,2025-04-26,Delivered
SHP004121,ORD004121,DTDC,2025-06-01,,Shipped
SHP004122,ORD004122,XpressBees,2025-03-03,2025-03-08,Delivered
SHP004123,ORD004123,BlueDart,2025-03-07,2025-03-12,Delivered
SHP004124,ORD004124,BlueDart,2025-06-20,2025-06-26,Delivered
SHP004125,ORD004125,Delhivery,2025-01-28,2025-02-03,Delivered
SHP004126,ORD004126,XpressBees,2025-01-17,,Shipped
SHP004127,ORD004127,BlueDart,2025-06-23,,Processing
SHP004128,ORD004128,DTDC,2025-06-23,2025-06-25,Delivered
SHP004129,ORD004129,DTDC,2025-02-13,2025-02-16,Delivered
SHP004130,ORD004130,BlueDart,2025-03-03,2025-03-06,Delivered
SHP004131,ORD004131,XpressBees,2025-02-02,2025-02-05,Delivered
SHP004132,ORD004132,Delhivery,2025-06-05,,Cancelled
SHP004133,ORD004133,Delhivery,2025-05-14,,Processing
SHP004134,ORD004134,XpressBees,2025-06-16,,Processing
SHP004135,ORD004135,Ekart,2025-03-16,2025-03-21,Delivered
SHP004136,ORD004136,XpressBees,2025-05-25,,Shipped
SHP004137,ORD004137,BlueDart,2025-04-07,,Shipped
SHP004138,ORD004138,XpressBees,2025-05-07,,Shipped
SHP004139,ORD004139,Ekart,2025-04-13,,Pending
SHP004140,ORD004140,BlueDart,2025-02-06,,Shipped
SHP004141,ORD004141,Delhivery,2025-05-20,2025-05-22,Delivered
SHP004142,ORD004142,Amazon Logistics,2025-05-05,2025-05-10,Delivered
SHP004143,ORD004143,XpressBees,2025-06-15,2025-06-20,Delivered
SHP004144,ORD004144,XpressBees,2025-04-20,,Processing
SHP004145,ORD004145,BlueDart,2025-01-18,2025-01-23,Delivered
SHP004146,ORD004146,Delhivery,2025-04-28,2025-05-01,Delivered
SHP004147,ORD004147,BlueDart,2025-04-11,2025-04-15,Delivered
SHP004148,ORD004148,BlueDart,2025-06-23,2025-06-26,Delivered
SHP004149,ORD004149,Ekart,2025-03-16,2025-03-22,Delivered
SHP004150,ORD004150,BlueDart,2025-06-27,2025-07-01,Delivered
SHP004151,ORD004151,XpressBees,2025-04-09,2025-04-15,Delivered
SHP004152,ORD004152,Amazon Logistics,2025-01-18,,Cancelled
SHP004153,ORD004153,XpressBees,2025-05-20,2025-05-25,Delivered
SHP004154,ORD004154,Amazon Logistics,2025-01-22,2025-01-26,Delivered
SHP004155,ORD004155,BlueDart,2025-06-04,,Cancelled
SHP004156,ORD004156,Ekart,2025-02-10,,Processing
SHP004157,ORD004157,XpressBees,2025-01-14,2025-01-19,Delivered
SHP004158,ORD004158,Ekart,2025-02-17,,Processing
SHP004159,ORD004159,XpressBees,2025-02-15,2025-02-20,Delivered
SHP004160,ORD004160,Delhivery,2025-01-11,2025-01-13,Delivered
SHP004161,ORD004161,DTDC,2025-03-16,,Pending
SHP004162,ORD004162,XpressBees,2025-03-23,2025-03-25,Delivered
SHP004163,ORD004163,Ekart,2025-02-17,2025-02-23,Delivered
SHP004164,ORD004164,Amazon Logistics,2025-06-08,2025-06-14,Delivered
SHP004165,ORD004165,Ekart,2025-01-08,2025-01-14,Delivered
SHP004166,ORD004166,Delhivery,2025-01-25,2025-01-28,Delivered
SHP004167,ORD004167,BlueDart,2025-06-02,2025-06-04,Delivered
SHP004168,ORD004168,XpressBees,2025-03-31,2025-04-05,Delivered
SHP004169,ORD004169,DTDC,2025-06-15,2025-06-17,Delivered
SHP004170,ORD004170,Amazon Logistics,2025-03-30,2025-04-04,Delivered
SHP004171,ORD004171,Ekart,2025-06-03,2025-06-06,Delivered
SHP004172,ORD004172,BlueDart,2025-01-30,2025-02-01,Delivered
SHP004173,ORD004173,Ekart,2025-02-22,2025-02-28,Delivered
SHP004174,ORD004174,DTDC,2025-02-25,2025-03-03,Delivered
SHP004175,ORD004175,Delhivery,2025-04-06,2025-04-11,Delivered
SHP004176,ORD004176,Delhivery,2025-05-22,,Cancelled
SHP004177,ORD004177,XpressBees,2025-05-14,,Pending
SHP004178,ORD004178,XpressBees,2025-01-06,,Cancelled
SHP004179,ORD004179,Ekart,2025-03-04,2025-03-07,Delivered
SHP004180,ORD004180,BlueDart,2025-02-17,2025-02-21,Delivered
SHP004181,ORD004181,Ekart,2025-02-23,2025-02-26,Delivered
SHP004182,ORD004182,Ekart,2025-05-26,2025-05-29,Delivered
SHP004183,ORD004183,XpressBees,2025-05-11,2025-05-15,Delivered
SHP004184,ORD004184,DTDC,2025-05-11,2025-05-15,Delivered
SHP004185,ORD004185,Ekart,2025-01-11,2025-01-16,Delivered
SHP004186,ORD004186,Ekart,2025-06-22,2025-06-26,Delivered
SHP004187,ORD004187,DTDC,2025-04-02,2025-04-08,Delivered
SHP004188,ORD004188,DTDC,2025-05-29,2025-06-04,Delivered
SHP004189,ORD004189,Delhivery,2025-04-20,2025-04-26,Delivered
SHP004190,ORD004190,BlueDart,2025-01-27,2025-01-30,Delivered
SHP004191,ORD004191,XpressBees,2025-03-31,,Pending
SHP004192,ORD004192,XpressBees,2025-04-25,2025-04-29,Delivered
SHP004193,ORD004193,XpressBees,2025-01-31,2025-02-05,Delivered
SHP004194,ORD004194,Amazon Logistics,2025-01-05,,Pending
SHP004195,ORD004195,XpressBees,2025-05-22,2025-05-25,Delivered
SHP004196,ORD004196,Ekart,2025-01-20,2025-01-23,Delivered
SHP004197,ORD004197,XpressBees,2025-05-07,2025-05-11,Delivered
SHP004198,ORD004198,Amazon Logistics,2025-06-20,2025-06-26,Delivered
SHP004199,ORD004199,Ekart,2025-01-21,,Shipped
SHP004200,ORD004200,BlueDart,2025-02-13,2025-02-16,Delivered
SHP004201,ORD004201,Amazon Logistics,2025-01-13,2025-01-16,Delivered
SHP004202,ORD004202,Ekart,2025-05-19,,Shipped
SHP004203,ORD004203,Ekart,2025-05-21,2025-05-27,Delivered
SHP004204,ORD004204,Delhivery,2025-03-11,,Pending
SHP004205,ORD004205,XpressBees,2025-01-09,2025-01-11,Delivered
SHP004206,ORD004206,BlueDart,2025-02-21,2025-02-24,Delivered
SHP004207,ORD004207,BlueDart,2025-06-26,2025-07-01,Delivered
SHP004208,ORD004208,XpressBees,2025-05-23,,Pending
SHP004209,ORD004209,Amazon Logistics,2025-05-29,2025-06-04,Delivered
SHP004210,ORD004210,Amazon Logistics,2025-03-20,,Processing
SHP004211,ORD004211,DTDC,2025-03-14,,Processing
SHP004212,ORD004212,Delhivery,2025-02-10,2025-02-14,Delivered
SHP004213,ORD004213,Amazon Logistics,2025-05-28,2025-06-03,Delivered
SHP004214,ORD004214,BlueDart,2025-02-25,2025-03-01,Delivered
SHP004215,ORD004215,XpressBees,2025-03-07,,Pending
SHP004216,ORD004216,Delhivery,2025-06-06,,Shipped
SHP004217,ORD004217,Ekart,2025-06-01,,Shipped
SHP004218,ORD004218,BlueDart,2025-07-01,2025-07-04,Delivered
SHP004219,ORD004219,XpressBees,2025-05-09,,Shipped
SHP004220,ORD004220,XpressBees,2025-03-15,,Processing
SHP004221,ORD004221,XpressBees,2025-06-23,2025-06-25,Delivered
SHP004222,ORD004222,Delhivery,2025-03-09,2025-03-14,Returned
SHP004223,ORD004223,Delhivery,2025-04-11,,Cancelled
SHP004224,ORD004224,Ekart,2025-07-01,,Shipped
SHP004225,ORD004225,BlueDart,2025-01-22,2025-01-27,Delivered
SHP004226,ORD004226,Delhivery,2025-03-25,2025-03-27,Delivered
SHP004227,ORD004227,Amazon Logistics,2025-05-19,2025-05-21,Delivered
SHP004228,ORD004228,Delhivery,2025-02-08,2025-02-11,Delivered
SHP004229,ORD004229,DTDC,2025-04-06,2025-04-11,Delivered
SHP004230,ORD004230,BlueDart,2025-02-14,2025-02-19,Delivered
SHP004231,ORD004231,BlueDart,2025-05-30,2025-06-01,Delivered
SHP004232,ORD004232,BlueDart,2025-03-05,2025-03-08,Delivered
SHP004233,ORD004233,Ekart,2025-03-26,2025-04-01,Delivered
SHP004234,ORD004234,XpressBees,2025-03-03,2025-03-07,Delivered
SHP004235,ORD004235,Delhivery,2025-01-12,2025-01-17,Delivered
SHP004236,ORD004236,Delhivery,2025-05-30,2025-06-01,Delivered
SHP004237,ORD004237,Delhivery,2025-03-30,2025-04-04,Delivered
SHP004238,ORD004238,XpressBees,2025-04-28,,Pending
SHP004239,ORD004239,XpressBees,2025-06-25,2025-06-28,Delivered
SHP004240,ORD004240,Amazon Logistics,2025-02-20,2025-02-22,Delivered
SHP004241,ORD004241,Amazon Logistics,2025-03-04,,Shipped
SHP004242,ORD004242,Ekart,2025-04-17,2025-04-22,Delivered
SHP004243,ORD004243,DTDC,2025-04-15,2025-04-18,Delivered
SHP004244,ORD004244,Amazon Logistics,2025-03-23,2025-03-27,Delivered
SHP004245,ORD004245,DTDC,2025-03-26,2025-04-01,Delivered
SHP004246,ORD004246,Amazon Logistics,2025-04-23,,Processing
SHP004247,ORD004247,BlueDart,2025-04-19,2025-04-23,Delivered
SHP004248,ORD004248,DTDC,2025-06-21,,Shipped
SHP004249,ORD004249,Ekart,2025-04-29,2025-05-01,Delivered
SHP004250,ORD004250,BlueDart,2025-05-02,,Pending
SHP004251,ORD004251,DTDC,2025-05-09,2025-05-15,Delivered
SHP004252,ORD004252,Ekart,2025-02-25,2025-02-28,Delivered
SHP004253,ORD004253,DTDC,2025-03-27,,Processing
SHP004254,ORD004254,BlueDart,2025-02-24,2025-03-02,Delivered
SHP004255,ORD004255,BlueDart,2025-04-09,2025-04-13,Delivered
SHP004256,ORD004256,Amazon Logistics,2025-02-01,,Shipped
SHP004257,ORD004257,Amazon Logistics,2025-04-06,2025-04-11,Delivered
SHP004258,ORD004258,Ekart,2025-02-12,2025-02-18,Delivered
SHP004259,ORD004259,Delhivery,2025-05-14,2025-05-16,Delivered
SHP004260,ORD004260,BlueDart,2025-01-03,2025-01-08,Delivered
SHP004261,ORD004261,Ekart,2025-01-27,2025-01-30,Delivered
SHP004262,ORD004262,BlueDart,2025-03-22,2025-03-28,Delivered
SHP004263,ORD004263,Delhivery,2025-04-20,,Shipped
SHP004264,ORD004264,Delhivery,2025-01-11,,Processing
SHP004265,ORD004265,DTDC,2025-01-16,2025-01-20,Delivered
SHP004266,ORD004266,DTDC,2025-01-21,,Shipped
SHP004267,ORD004267,BlueDart,2025-04-16,2025-04-21,Delivered
SHP004268,ORD004268,DTDC,2025-03-13,2025-03-15,Delivered
SHP004269,ORD004269,DTDC,2025-04-22,,Shipped
SHP004270,ORD004270,Ekart,2025-03-18,2025-03-21,Delivered
SHP004271,ORD004271,BlueDart,2025-01-07,2025-01-13,Delivered
SHP004272,ORD004272,Delhivery,2025-03-14,2025-03-20,Delivered
SHP004273,ORD004273,Delhivery,2025-03-30,2025-04-05,Delivered
SHP004274,ORD004274,BlueDart,2025-06-04,2025-06-08,Delivered
SHP004275,ORD004275,DTDC,2025-04-26,,Shipped
SHP004276,ORD004276,Amazon Logistics,2025-05-21,2025-05-26,Delivered
SHP004277,ORD004277,Delhivery,2025-03-18,2025-03-23,Delivered
SHP004278,ORD004278,Amazon Logistics,2025-01-18,2025-01-23,Delivered
SHP004279,ORD004279,Ekart,2025-07-01,2025-07-06,Delivered
SHP004280,ORD004280,XpressBees,2025-06-22,2025-06-27,Delivered
SHP004281,ORD004281,BlueDart,2025-04-11,2025-04-13,Delivered
SHP004282,ORD004282,Amazon Logistics,2025-06-03,2025-06-08,Delivered
SHP004283,ORD004283,DTDC,2025-01-08,,Pending
SHP004284,ORD004284,Amazon Logistics,2025-02-08,2025-02-11,Delivered
SHP004285,ORD004285,DTDC,2025-02-24,,Shipped
SHP004286,ORD004286,BlueDart,2025-02-21,,Cancelled
SHP004287,ORD004287,BlueDart,2025-03-13,2025-03-18,Delivered
SHP004288,ORD004288,Ekart,2025-06-10,2025-06-12,Delivered
SHP004289,ORD004289,Delhivery,2025-03-01,2025-03-07,Delivered
SHP004290,ORD004290,Ekart,2025-03-20,2025-03-23,Delivered
SHP004291,ORD004291,DTDC,2025-06-23,2025-06-29,Delivered
SHP004292,ORD004292,DTDC,2025-07-01,2025-07-06,Delivered
SHP004293,ORD004293,Amazon Logistics,2025-04-26,,Pending
SHP004294,ORD004294,XpressBees,2025-01-18,2025-01-23,Delivered
SHP004295,ORD004295,Delhivery,2025-05-15,2025-05-18,Delivered
SHP004296,ORD004296,DTDC,2025-06-01,,Processing
SHP004297,ORD004297,Ekart,2025-04-02,,Pending
SHP004298,ORD004298,Amazon Logistics,2025-05-29,,Processing
SHP004299,ORD004299,XpressBees,2025-04-10,,Cancelled
SHP004300,ORD004300,DTDC,2025-04-19,2025-04-24,Delivered
SHP004301,ORD004301,Delhivery,2025-05-31,2025-06-04,Delivered
SHP004302,ORD004302,Amazon Logistics,2025-04-06,2025-04-08,Delivered
SHP004303,ORD004303,Amazon Logistics,2025-01-10,2025-01-14,Delivered
SHP004304,ORD004304,Ekart,2025-02-24,2025-03-01,Delivered
SHP004305,ORD004305,BlueDart,2025-04-01,2025-04-07,Delivered
SHP004306,ORD004306,XpressBees,2025-02-26,2025-03-01,Delivered
SHP004307,ORD004307,DTDC,2025-04-07,2025-04-11,Delivered
SHP004308,ORD004308,Ekart,2025-03-05,2025-03-07,Delivered
SHP004309,ORD004309,Ekart,2025-04-10,2025-04-12,Delivered
SHP004310,ORD004310,DTDC,2025-01-20,2025-01-25,Delivered
SHP004311,ORD004311,Delhivery,2025-03-17,,Cancelled
SHP004312,ORD004312,DTDC,2025-06-27,,Cancelled
SHP004313,ORD004313,Ekart,2025-04-19,2025-04-21,Delivered
SHP004314,ORD004314,Amazon Logistics,2025-04-19,,Pending
SHP004315,ORD004315,Amazon Logistics,2025-02-10,,Cancelled
SHP004316,ORD004316,BlueDart,2025-01-11,2025-01-15,Delivered
SHP004317,ORD004317,Ekart,2025-06-08,,Processing
SHP004318,ORD004318,BlueDart,2025-06-03,,Shipped
SHP004319,ORD004319,Ekart,2025-02-18,,Processing
SHP004320,ORD004320,Ekart,2025-06-18,2025-06-20,Delivered
SHP004321,ORD004321,DTDC,2025-06-04,,Processing
SHP004322,ORD004322,Ekart,2025-01-20,2025-01-22,Delivered
SHP004323,ORD004323,XpressBees,2025-06-18,2025-06-22,Delivered
SHP004324,ORD004324,XpressBees,2025-01-29,,Pending
SHP004325,ORD004325,Amazon Logistics,2025-04-03,2025-04-07,Delivered
SHP004326,ORD004326,Ekart,2025-04-14,2025-04-19,Delivered
SHP004327,ORD004327,Delhivery,2025-06-03,2025-06-07,Delivered
SHP004328,ORD004328,Delhivery,2025-02-06,2025-02-09,Delivered
SHP004329,ORD004329,Ekart,2025-05-27,2025-05-29,Delivered
SHP004330,ORD004330,XpressBees,2025-01-12,2025-01-15,Delivered
SHP004331,ORD004331,DTDC,2025-04-22,2025-04-26,Delivered
SHP004332,ORD004332,Delhivery,2025-04-10,2025-04-12,Delivered
SHP004333,ORD004333,XpressBees,2025-03-26,,Pending
SHP004334,ORD004334,XpressBees,2025-06-22,2025-06-28,Delivered
SHP004335,ORD004335,Delhivery,2025-05-16,,Shipped
SHP004336,ORD004336,XpressBees,2025-01-15,2025-01-20,Delivered
SHP004337,ORD004337,Delhivery,2025-06-20,2025-06-25,Delivered
SHP004338,ORD004338,Ekart,2025-02-10,,Shipped
SHP004339,ORD004339,BlueDart,2025-01-12,2025-01-18,Delivered
SHP004340,ORD004340,Ekart,2025-03-16,,Cancelled
SHP004341,ORD004341,Ekart,2025-03-18,2025-03-21,Delivered
SHP004342,ORD004342,Delhivery,2025-05-23,,Shipped
SHP004343,ORD004343,Delhivery,2025-02-21,,Pending
SHP004344,ORD004344,DTDC,2025-04-20,,Shipped
SHP004345,ORD004345,Amazon Logistics,2025-01-28,,Cancelled
SHP004346,ORD004346,BlueDart,2025-05-30,2025-06-01,Delivered
SHP004347,ORD004347,Ekart,2025-05-26,2025-06-01,Delivered
SHP004348,ORD004348,BlueDart,2025-06-03,2025-06-06,Delivered
SHP004349,ORD004349,XpressBees,2025-06-16,,Cancelled
SHP004350,ORD004350,Amazon Logistics,2025-06-27,2025-06-29,Delivered
SHP004351,ORD004351,XpressBees,2025-03-15,2025-03-19,Returned
SHP004352,ORD004352,Amazon Logistics,2025-06-01,,Shipped
SHP004353,ORD004353,XpressBees,2025-03-11,2025-03-17,Delivered
SHP004354,ORD004354,DTDC,2025-02-07,2025-02-11,Delivered
SHP004355,ORD004355,Ekart,2025-06-18,2025-06-22,Delivered
SHP004356,ORD004356,BlueDart,2025-06-30,2025-07-03,Delivered
SHP004357,ORD004357,BlueDart,2025-01-23,,Shipped
SHP004358,ORD004358,Ekart,2025-01-17,2025-01-22,Delivered
SHP004359,ORD004359,Delhivery,2025-01-17,2025-01-19,Delivered
SHP004360,ORD004360,Delhivery,2025-03-04,2025-03-06,Delivered
SHP004361,ORD004361,Delhivery,2025-04-29,,Shipped
SHP004362,ORD004362,Delhivery,2025-06-24,2025-06-29,Delivered
SHP004363,ORD004363,DTDC,2025-02-06,2025-02-10,Delivered
SHP004364,ORD004364,BlueDart,2025-02-27,2025-03-01,Delivered
SHP004365,ORD004365,XpressBees,2025-03-04,,Pending
SHP004366,ORD004366,XpressBees,2025-05-27,2025-05-29,Delivered
SHP004367,ORD004367,BlueDart,2025-01-24,2025-01-27,Returned
SHP004368,ORD004368,Delhivery,2025-05-03,,Processing
SHP004369,ORD004369,DTDC,2025-04-02,2025-04-08,Delivered
SHP004370,ORD004370,Amazon Logistics,2025-04-23,2025-04-25,Delivered
SHP004371,ORD004371,Delhivery,2025-06-09,2025-06-14,Delivered
SHP004372,ORD004372,Amazon Logistics,2025-06-01,2025-06-05,Delivered
SHP004373,ORD004373,Delhivery,2025-06-29,,Shipped
SHP004374,ORD004374,BlueDart,2025-02-04,2025-02-09,Delivered
SHP004375,ORD004375,Ekart,2025-05-01,2025-05-05,Delivered
SHP004376,ORD004376,XpressBees,2025-04-30,2025-05-02,Delivered
SHP004377,ORD004377,XpressBees,2025-05-01,2025-05-05,Delivered
SHP004378,ORD004378,Amazon Logistics,2025-01-02,2025-01-07,Delivered
SHP004379,ORD004379,DTDC,2025-05-10,2025-05-12,Delivered
SHP004380,ORD004380,Delhivery,2025-03-12,2025-03-15,Delivered
SHP004381,ORD004381,DTDC,2025-04-30,2025-05-05,Delivered
SHP004382,ORD004382,Ekart,2025-06-24,2025-06-27,Delivered
SHP004383,ORD004383,DTDC,2025-02-20,2025-02-23,Delivered
SHP004384,ORD004384,XpressBees,2025-03-04,,Pending
SHP004385,ORD004385,DTDC,2025-06-23,,Shipped
SHP004386,ORD004386,Ekart,2025-04-22,2025-04-28,Delivered
SHP004387,ORD004387,Ekart,2025-07-01,2025-07-07,Delivered
SHP004388,ORD004388,DTDC,2025-04-07,,Processing
SHP004389,ORD004389,DTDC,2025-04-06,2025-04-08,Delivered
SHP004390,ORD004390,Ekart,2025-01-11,2025-01-15,Delivered
SHP004391,ORD004391,BlueDart,2025-06-21,2025-06-25,Delivered
SHP004392,ORD004392,BlueDart,2025-02-10,,Pending
SHP004393,ORD004393,Delhivery,2025-01-30,2025-02-03,Delivered
SHP004394,ORD004394,Delhivery,2025-04-30,,Shipped
SHP004395,ORD004395,Amazon Logistics,2025-02-25,,Shipped
SHP004396,ORD004396,DTDC,2025-01-10,,Processing
SHP004397,ORD004397,Ekart,2025-03-26,2025-03-28,Delivered
SHP004398,ORD004398,Delhivery,2025-02-17,2025-02-23,Delivered
SHP004399,ORD004399,DTDC,2025-03-17,2025-03-19,Delivered
SHP004400,ORD004400,DTDC,2025-03-10,,Pending
SHP004401,ORD004401,Amazon Logistics,2025-04-01,2025-04-06,Delivered
SHP004402,ORD004402,DTDC,2025-03-19,,Shipped
SHP004403,ORD004403,Ekart,2025-04-05,,Cancelled
SHP004404,ORD004404,BlueDart,2025-06-14,2025-06-18,Delivered
SHP004405,ORD004405,XpressBees,2025-01-31,2025-02-03,Delivered
SHP004406,ORD004406,DTDC,2025-01-07,2025-01-09,Delivered
SHP004407,ORD004407,DTDC,2025-05-25,2025-05-31,Delivered
SHP004408,ORD004408,XpressBees,2025-04-16,,Shipped
SHP004409,ORD004409,XpressBees,2025-03-27,,Pending
SHP004410,ORD004410,Amazon Logistics,2025-04-14,2025-04-20,Delivered
SHP004411,ORD004411,Amazon Logistics,2025-05-23,2025-05-29,Delivered
SHP004412,ORD004412,XpressBees,2025-03-09,2025-03-11,Delivered
SHP004413,ORD004413,DTDC,2025-03-12,,Cancelled
SHP004414,ORD004414,BlueDart,2025-05-14,2025-05-20,Delivered
SHP004415,ORD004415,Amazon Logistics,2025-06-10,2025-06-13,Delivered
SHP004416,ORD004416,DTDC,2025-04-18,,Processing
SHP004417,ORD004417,Delhivery,2025-02-06,2025-02-11,Delivered
SHP004418,ORD004418,Delhivery,2025-05-02,2025-05-04,Delivered
SHP004419,ORD004419,XpressBees,2025-05-06,,Processing
SHP004420,ORD004420,XpressBees,2025-02-20,2025-02-24,Delivered
SHP004421,ORD004421,Ekart,2025-01-08,,Shipped
SHP004422,ORD004422,Amazon Logistics,2025-02-02,2025-02-07,Delivered
SHP004423,ORD004423,Ekart,2025-04-30,2025-05-03,Delivered
SHP004424,ORD004424,DTDC,2025-06-03,2025-06-06,Delivered
SHP004425,ORD004425,Amazon Logistics,2025-04-23,2025-04-28,Delivered
SHP004426,ORD004426,XpressBees,2025-03-16,2025-03-18,Delivered
SHP004427,ORD004427,XpressBees,2025-01-10,2025-01-13,Delivered
SHP004428,ORD004428,Amazon Logistics,2025-01-05,,Processing
SHP004429,ORD004429,Delhivery,2025-06-25,2025-06-30,Delivered
SHP004430,ORD004430,BlueDart,2025-03-06,2025-03-11,Delivered
SHP004431,ORD004431,Delhivery,2025-06-15,2025-06-19,Delivered
SHP004432,ORD004432,Delhivery,2025-03-04,,Shipped
SHP004433,ORD004433,Delhivery,2025-01-31,,Shipped
SHP004434,ORD004434,Delhivery,2025-06-03,,Shipped
SHP004435,ORD004435,Amazon Logistics,2025-04-05,,Shipped
SHP004436,ORD004436,Delhivery,2025-04-06,2025-04-10,Delivered
SHP004437,ORD004437,BlueDart,2025-02-02,2025-02-05,Delivered
SHP004438,ORD004438,Ekart,2025-02-07,2025-02-12,Delivered
SHP004439,ORD004439,Delhivery,2025-01-09,2025-01-11,Delivered
SHP004440,ORD004440,BlueDart,2025-01-21,2025-01-26,Delivered
SHP004441,ORD004441,Ekart,2025-01-02,2025-01-04,Delivered
SHP004442,ORD004442,BlueDart,2025-05-11,2025-05-14,Delivered
SHP004443,ORD004443,Delhivery,2025-04-27,2025-05-03,Delivered
SHP004444,ORD004444,DTDC,2025-05-26,2025-05-30,Delivered
SHP004445,ORD004445,Delhivery,2025-02-02,2025-02-06,Delivered
SHP004446,ORD004446,Amazon Logistics,2025-03-27,2025-04-02,Delivered
SHP004447,ORD004447,BlueDart,2025-03-05,2025-03-10,Delivered
SHP004448,ORD004448,BlueDart,2025-02-17,2025-02-23,Delivered
SHP004449,ORD004449,XpressBees,2025-06-01,2025-06-07,Delivered
SHP004450,ORD004450,Ekart,2025-04-28,2025-05-02,Delivered
SHP004451,ORD004451,BlueDart,2025-04-08,2025-04-11,Delivered
SHP004452,ORD004452,DTDC,2025-05-09,2025-05-11,Delivered
SHP004453,ORD004453,Delhivery,2025-06-11,2025-06-17,Delivered
SHP004454,ORD004454,Ekart,2025-03-25,2025-03-29,Delivered
SHP004455,ORD004455,Amazon Logistics,2025-06-05,,Pending
SHP004456,ORD004456,Amazon Logistics,2025-06-30,2025-07-03,Delivered
SHP004457,ORD004457,BlueDart,2025-01-29,2025-01-31,Delivered
SHP004458,ORD004458,DTDC,2025-04-11,,Shipped
SHP004459,ORD004459,XpressBees,2025-03-17,2025-03-23,Delivered
SHP004460,ORD004460,Ekart,2025-02-25,2025-03-01,Delivered
SHP004461,ORD004461,Amazon Logistics,2025-04-16,2025-04-22,Delivered
SHP004462,ORD004462,DTDC,2025-03-10,2025-03-14,Delivered
SHP004463,ORD004463,Delhivery,2025-02-16,,Shipped
SHP004464,ORD004464,BlueDart,2025-03-29,,Processing
SHP004465,ORD004465,DTDC,2025-02-19,2025-02-23,Delivered
SHP004466,ORD004466,XpressBees,2025-06-05,2025-06-09,Delivered
SHP004467,ORD004467,XpressBees,2025-04-02,2025-04-08,Delivered
SHP004468,ORD004468,Ekart,2025-01-29,2025-01-31,Delivered
